sentiment,content
neutral,i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!
0,stood on my curlers and burnt myself  then burnt my hand when i picked them up..
0,@meljachin: eww. dislike
0,i lost my voice . what should i do ? it's very torture
0,@flashlight Hah! Just wait till you turn 40
neutral,Going home
0,@billbathgate ....any  sorry wahh!! lub u toooo ;)
0,@QueenieCyrus morning miss sarah cyrus ;) WHAT'S UP?  x
0,@Aonir awww don't be sad  we'll download a copy for you!
0,@Santiaggo that New Yorker cover was done on a iPhone &amp; I'm jealous that I do not have one!  http://myloc.me/21a4
neutral,my portfolio v2 uploaded! any comments and feedback are warmly welcomed!  http://www.maxiin.net/
neutral,"New job today, wish me luck peeps"
neutral,"Coldstone with kayla and some fat guys, but she is all that matters"
neutral,"@monicaobrien again, agreed. but having a program showing your friends are on facebook would be easier than giving every1 yer info"
neutral,@corie_michele but sometimes not having to say nice things all the time is kinda fun  *teehee*and now I'll put this back on as well *halo*
0,@natalietran I don't like the term &quot;partner&quot; when it comes to relationships. It's too business like so that's my ugly word of the day
neutral,When am i getting a yearbook?  today was strange
neutral,@JoeJacobi Following them all... You're creating a little flock of paddling Twitterers...
neutral,@cassiekitsch Okay. So Rose told me your phone was shut off and you might be moving back to Spokane? What is going on?
neutral,tired tired tired ! Freefest today
0,@davidaKaplan As do I  Leopold says hello.
neutral,@c_j_davies Maybe it's time for Judith to step up to the plate then
neutral,"Up early so washed and waxed the car. I'm sure the neighbours think I'm mad, I wash it nearly every week."
neutral,out with @lizzziemonster &amp; @jamiejamess i am soooo hungry
0,@SodaKan sorry to hear about the wait list
neutral,@zuppalizzle you should come over before friday and teach me how
neutral,Is it OK to send iFlowers to your mom for Mother's Day trough this iPhone app? http://tr.im/kWnX
neutral,"#DuckRaces in the bath don't quite work  Especially if you have no ducks! Only a polar bear,a seal &amp; a whale."
neutral,im talking about twitter some more
neutral,Happy Star Wars Day ...  &quot;May the 4th be with you&quot;.... read http://tinyurl.com/axsujx for more ;)
0,@Pharriell nothing  let's stay quiet together. ps: did you cry?
0,None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.
neutral,@spaaluhi bleh yeah we just got over some vog but I'm sure that's nothing compaired to what you get
neutral,@AnneTwan May the fourth be with you
0,I watched wayyyy too much Beverly Hills 90210 today and I am not proud of that fact.  TV FAIL
0,"wants to listen to musiq soulchild, but it is not on the iPod"
0,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home
neutral,"@FrankieTheSats comon , answer me  what do you think about my friend drawning? x http://www.twitpic.com/5m7vd"
neutral,cleaning time
neutral,"@Nettofabulous red top tabloids, build em up, knock em down"
neutral,(We got *both* kinds of music here...)
0,@sheistheemily pq vc nï¿½o pediu amor
0,friday night is my fav night of the week but now I have to go to stupid dog training classes
0,God! They look stumpy... I'm not sharing my toes tonight
neutral,@TIM_berland LMAO I know I know
neutral,is sick in the doctors waiting room
neutral,"@simongrabowski Hi Simon, let me know when it's done"
neutral,"@Jacs_Will_Rule don't tweet, just eat!"
0,"@audreyallure - I'm really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad."
0,watching the final episode of boys before flowers
neutral,3 margs. Driving home in the rain now
0,Memories
neutral,"I don't have MTV,@mtschopp. What am I going to DO?!! fmlllll"
0,@decaydance --Nothing
neutral,Mozzer cancelled tonight by the looks of it.
neutral,@S_Mak request me on bbm &amp; send all ur contact info. Everything didn't sync up from old phn  I have ur tmail info haha - DATED!
0,"@ezrabutler - they have their headaches the morning after, instead!"
0,@bobbiepen LMAO!!! Man I was so bummed when she stopped braiding
neutral,"@jasimmo Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How's u?"
neutral,"@justjoe pretty much, thanks.  seeing if a little Gilbert &amp; Sullivan will cheer me up more."
neutral,@Maxsterism naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they're saying tho
neutral,@fruityalexia what did you decide on for din-dins?
neutral,"Just joined, no one is following me"
neutral,after my previous twitter...this is funny! And also always gets me motivated for a brand new day!  ? http://blip.fm/~5jnbz
0,@Juicytots you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!
neutral,God is so good!!
0,goodbye picnic for a classmate today  but the weather was fucking beautifuul!!!
neutral,@grum have you seen who's knocked you off top spot on wefollow for #perth?
neutral,@Jenty late reply again! I have Tweetdeck.  Just always have to logged onto my work account   and forget to check my personal account.
neutral,@Rougite nop  uso grooveshark pero muy informal ni user tengo
neutral,after show at our house rocked! saying goodbye soon
0,@pollybowles don't say that - I really miss my red Porsche (sold it 2 yrs ago)
neutral,"@knightgirllinz baaad Linz, too... Rather... Sheesh... Text fingers are broked"
0,I feel like I'm going to toss my cookies
neutral,"@Emsy Your pic didn't show up for me  Boo!!!! All the other pics on that site show up, but not yours"
0,@aquadj James and I battle over everything too! It's kind of a love-hate relationship
neutral,Goodnight
0,back to work
0,Hey guys I'm back from work.. It was kinda horrible
neutral,Poor @extralife.  The flowers are fornicating with HIS nose now.    @missiondeep
neutral,It is mothers day somewhere  http://tinysong.com/koV
neutral,fuck i hate when the strawberries run out in my special K
0,Hate being sick  especially when there's no one to pamper me
neutral,@Agent__0range can you make me a coffeeee?
neutral,@ArmyWife98 I second this !!
neutral,i'm varnishing my nails baby-blue now...
0,"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy!"
neutral,@ClothCoutureLLC no problem.  i wasn't really sure what i was doing.  it was some application on the twibe page.
0,"Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away."
neutral,Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh
neutral,kinda has a headache...
0,@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol
0,"@TheMikeKelly Sorry Mike, was assuming it was music that was missing..I don't know then.. a mystery.."
neutral,@computermuseum http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it
neutral,"i got my period, and i'm not pregnant"
neutral,@taragracee
neutral,thanks @josephadamx3
neutral,nature has just called me  BRB
0,"@howardlindzon You're such a kiss ass   Looking forward to central, mountain and pacific mother's day tweets.  Don't forget about PEI"
neutral,has bought more holiday clothes
neutral,@rachael_kearley That's Twitter for you.
neutral,@sophiebenjamin  it's very pleasant. i sooo rarely just have time to kill...
neutral,@cfsam 7pm? So early. Dat's 4pm my time.
neutral,going to shower because i don't want to smell at school tomorrow
0,Waking up with Star Wars End Title Song in my had is sorta awesome .. and also kinda creepy
neutral,@MindandBodyYoga one of my favorite quotes ever
neutral,@MmmBaileys @carli_chick Hello
0,I think I'm about to break my own heart. (as emo as that sounds)... meh.
0,Stuck at work! Stuck at work! I'm hungry.
neutral,@IamNewYork nuthin much just gettin ready 2 head bk 2 wrk  n u???
neutral,@philwalters fickleness seems appropriate for a Twitter user
neutral,Doctor then work. Hope you bitches have fun at the conditions show without me
neutral,"Going to twitter in english, for my foreign followers"
neutral,@AdamKruth serious! Perhaps Sat will work out better
0,"@BonDean Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter"
0,Exhausted after a 58 hour work week
neutral,@cherishable73 i guess it's easier said than done for some people.....myself being one of them unfortunately
neutral,@Goostavo that sucks!  put some britney on!
neutral,@mariromani http://offf09.media140.com/?p=131  then you must have been there when these four guys sat in the rain!
0,Is stuck in some long ass traffic on the motorway...I'm not gonna get home until after 10pm  I'm so tired...
0,@geewhy  You're just jealous!  Guess you'll be walking around the office tomorrow in your Malo!
0,This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9
0,@bwhips Good to know I'm not alone in my confusion
0,at hannah montana set.... im missing tennessee ALOT today
neutral,The path to Liberation is clear when you Realize--when you truly comprehend--that YOU are the architect of your Life.
neutral,@breakfastnt wasn't much of a debate
neutral,Need dayquil
0,... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done
neutral,backe backe... MUFFINS!!!
neutral,says it's raining again  http://plurk.com/p/x2ydn
neutral,@ddlovato july... too long
neutral,@cristnabls I totally agree! And there's no way to avoid it
neutral,@sweetp0tatos  thanks chuck
neutral,"Dear intertweet, plz 2 hack up a spotify plugin for Songbird. The SDK exists already. Just needs code"
neutral,@m0x yes 7.50 here thanks for the change obama. I have to start mail ordering again
neutral,@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away...
0,@skateramps omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho' asses down here
neutral,i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia
0,Neil just picked me up for the show. My tailights out  cause of heartless hit and run.
neutral,just got back from skating. Hanging with James
neutral,Also... @earthXplorer @DanTraveling @lonelyplanet @brianepeters #travel #backpacking hope you enjoy our pics &amp; videos
neutral,Not to mention hw fat ima get frm wrk n here.
neutral,@beakpie yes. Yes you will.
neutral,"@brutalhoney I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though"
neutral,"@CynthiaY29 Nice info, I forwarded this to a needy friend of mine"
neutral,@awesomeann7 u already took da pic with out me
0,I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.
0,Does not want to go to school. Oh well. I get out early anyways.
neutral,"It's my wall, and I like saying I banned Zac Efron  lol sonny"
neutral,@ohmyseven @valerie2776 I don't have a subject line on my phone...  just normal texts.
neutral,@jenndillingham  still need to see that movie ! I am all about vampires
0,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
neutral,@moonsgirl Be my guest !
neutral,morning all  eating my morningstar farms veggie bacon and a strawberry streudal. will be on later. work today.get dog tick juice. ugh
neutral,@MrFloydNL  tis very useful indeed esp. for newbies like me!
neutral,#frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day
0,"TGIF.,..i wish that saying applied to me, but i work Saturdays"
neutral,@JanisSharp thanks Janis
0,Checking out zensify on my iphone. works fine but no landscape typing
neutral,just relax
0,Spring cleaning for http://milliontreesnyc.org tomorrow. But the park I want to go clean is not accessible by public transportation.
neutral,"watching Baby Mama...again. and eating pineapple, orange, raspberry sherbert"
neutral,Me &amp; @HolsyJak29 are laying in the back of a fox truck on the drive down to the race!  LOL
neutral,@Rambleredhead I think I'd be like Phoebe's mom on friends - Stop the movie before the sad part.
neutral,@FrankRumbauskas Really bad ones are also classic.
neutral,Same old customer service team member
neutral,@upscalekitten he's married
neutral,@meanlion Night!
neutral,@504chucky whats with u hating on becky soo much? ur bio says ur nice....guess not
neutral,"mmm one more thing... I forgot to give Kudos to Drea, Elisa, Ise, &amp; Shelane for all helping out with greek week! Thanks ladies!"
neutral,"@mileycyrus I'M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN"
0,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly
0,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!
0,Ha I got another #followfriday. take that @mage! oh... your listed too... thanks a lot @Lowjacker ya jerk.
neutral,@photogoat cool photo  is that outside your place?
0,Soooo not feeling well and I need to get out of bed
0,i miss oklahomaaaaa  listening to citizen cope til i pass out.
neutral,@donomo  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic
0,I'm at my saddest right now. I lost my mobile phone earphones. Waz feels a little incomplete and I feel the same
neutral,Although technically the major project he gets to do is something that's communal in theory but always comes to me and is massive/awful.
neutral,@Blauerpunto britta says she wants to have lunch with you too
0,@Lizzidoll I wish I was in va too
neutral,@dmFinley Hey you!! I have been trying to reach you for a couple months now but umm certain ppl will not tell you im looking for you
neutral,Workin.
neutral,uploading pictures on myspace
neutral,@dreaming_aloud @DanBarnes501 and that hindi flick '99' that came out a couple of weeks ago that never made it to the UK
neutral,@camilleisleta My wand? It's a black hawthorn wand with a core of kraken heartstrings.  You?
0,"Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them"
neutral,Coco still out
neutral,Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508
neutral,This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm
neutral,Driving home after an ok night  Iwish
0,I AM SUCH A CREEPER  I feel disappointed because of it. Damn my cyberstalking skills   the internet = no more privacy.
0,@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..
neutral,scratch that; sleep on a stage bound.
neutral,Playing see you again-miley cyrus in the shop
0,Yeahh cenare lo mismo qe Rosher! ok ok Roger  wiii
neutral,@TiffConnFTW cause theres no party
neutral,"I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow."
neutral,@mileycyrus voting is over. since like four days ago i think  i told all my friends 2 vote for you a million times. you will win! love you
neutral,@kyleandjakieo play vanessa hudgens new songs plz or vfactory
neutral,I found out thro mama
neutral,"@poisonedapples Hey, not anymore. I'm back now."
0,@pageoneresults more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.
neutral,the rain bring back some memories
neutral,@andykemp one of our governors is one of the directors of the company
0,@Myke329 yooo myyyyye bust how I'm sick tooo... Just shoot me.  Long night tonight.
neutral,@cailingg me too  what are you doing?
0,@cassiefasho i wish you still loved me
0,A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...
neutral,wishes wag na sana ma reject thesis proposal ko nadedepress na ko eh (goodluck) (annoyed)  http://plurk.com/p/wy27u
0,theres too much light pollution to see the stars
0,eating breakfast  getting ready to go to school ;(
0,Now the mosquito truck is waking me up
neutral,and young ones....&quot;look what I found&quot;....&quot;breakfast&quot;....
neutral,"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner"
neutral,Planning the things to do in May
neutral,good morning to everyone
0,No show tonight  No plans. Ughhhh.
neutral,watching Pineapple Express and is seriously thinking that they used real weed in this movie
neutral,"@joshroyse Josh  Excuse me, but, at what time is it going to begin?"
neutral,@_owl_ ah but you're already on my list
neutral,getting dinner ready not much going on in my life it seems
neutral,"@danperry By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96."
neutral,bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay  x
neutral,@ryking ooh good then  Thank you for the heads up bro
neutral,"1am, quietly tidying up after dinner party. Whilst closing tupprwre lid, centre island in my kitchen collapses! Wakes baby. Mayhem ensues"
neutral,Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.
neutral,@angie_z i cant even think about anything that smells like alochol  lol
neutral,@mzflip82 Simple my a#@
neutral,@superdes go with firefox
neutral,@nberardi @SaraJChipps My guess is that its because Sara makes a mention of mariage proposals on her site.
neutral,@smallchou I'm still working.
neutral,@telltammy I tried both. @twittascope is unstoppable.
0,friend got mugged this morning
0,"brother's back!! &amp;&amp; i found this really small dead bird on my deck  so sad, i basically cried."
0,@Kayleigh_Stack i wish i could go to both but i don't think i'll be allowed :p either way with two shows going your bound to get a ticket
0,@london I miss u like cotton candy  &lt;3
0,@lulurocks3 That is messed up. I hope your day gets better.
neutral,@katharotes We'll get hitched when you get here.
0,@COecobroker And I still recall how helpful you were way back when as I struggled on an AR contest question...
0,am about to sell my Medieval trading pavillion... v sad
neutral,@Peter5tewart yeah.. I left cause my pc can't run the client anymore. I had thought I would have a new one by now..
neutral,@tyranasaurusbex Sexy  What time you coming up town? Meeting me at 5ish?
neutral,off for a run. moon-day is not that bad after all...  #fb
0,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.
neutral,goin to sleep busy day tmrw!
0,"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  @cherrygarcia"
0,@sashaostrikoff i miss you
neutral,@CarlaHanton yea it is.  thanks for the link.
neutral,@stealthgear indeed
0,Havnt gotten any in months  my ex seems into dating but there isn't that spark anymore  still in love with loser who left me
0,@RobPattzNews DIE!  gosh.... i will die 'til movie awards
0,@AnnaInTheHouse Dude I feel really bad but it doesn't work. I don't have a serial for it so it can't be used
neutral,"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow)."
neutral,Home from the mall  &amp; got mommy's gift for tomrrow
0,Cant sleeeeep &amp; i miss my long hairrr
neutral,goin to work
0,i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be &amp; you get emotional
0,Is at work
0,"my teeeeeeeeeeeeeth, hurt a lot. The mall was funnn today, i made 10dolla, not 15.  better than nothing, right?! HEHE."
0,@ihuntmidgets I just wish @kimmikennedy would send a bruh a DM 'I won't be on til' so I don't waste my erection on a bot
0,"hate working when its sunny,boohoo"
0,@abeen good question. Nepal PM declaring to resign and actually resigning is two very different things .
0,"@TehBlue I don;t know how they interact. I'm getting better with the pain, though. I want to give my poor liver a break."
0,"I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!"
neutral,@jgullam  awesome! All deserved I'm sure. Miss the Crabs games
0,"I had some work to do, but my wrist hurts too much to do any of it."
0,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea."
neutral,@carlosefonseca I can give you the contact of the person who makes those cheesecakes!
neutral,@waynemansfield  Mine are older than yours.
neutral,"Right folks, really must go now; have to babysit my nephew in the morning. Another early start. No Twilight time  Nare mind. Nightall. X"
neutral,@bhanks morning
neutral,@itsJorx what do you mean jorx?
0,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible"
neutral,Is tired! And is gonna go to bed now!
neutral,"@EveD I can't say I've tried, but then again, I haven't tried with a sword either   Not yet, anyway."
neutral,"@djwhiteboyyy what's up? Not much, just listening to music  I'm in TX"
neutral,@jamsyyy @sheeradjafar My class will be at Chem Sc building. Will see the both of you after 5 yeah?
neutral,"@me_chiel Nah, it was only a CX-520-D"
neutral,Save The Readheads!
0,http://twitpic.com/67x7n - MISS THEM ALREADY
0,Going to the dirt track races w Aaron. Having a really good hair day! wish I could wear makeup though
neutral,@EmmieLemmy no.  and she was suggesting it for loan deferment
0,I wanna be out in the sunshineeeeeee
neutral,@JennLovesM5 @TDLQ awwwww i'm such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!
neutral,is still trying to udnerstand twitter
neutral,"@nm tweets are postcards, butless easily retrievable than archived email saved on my machine."
neutral,might go to bed? No nightmares about bad grades tonight please!  Hmm!
neutral,@ankita_gaba Our bids gone to waste? @Shadez won't even give us a look  #twpp
neutral,night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD]
neutral,@MattHalveland no
0,Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions
neutral,"@shahruz84 Don't fall to celebrity worship, though... just write what you think, do the best you can and rock on"
neutral,i have a yucky burn
neutral,@lovemedown hello hello hello  what u up to tonight??
0,"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0"
0,Rose City Sirens were uber cool last night!  Wish I could have stayed longer
0,@kurliedoc poor grace!!! You need to date a cute male nurse.
0,have yet to start this paper due tonight. i have no motivation
neutral,@ItsMeGregory you're so far
neutral,can't sleep so i'm watching some more Gilmore Girls
neutral,tired goodnight everyone
neutral,@KimSherrell not me  sigh
0,about to start work and missing him like crazy.I wont be seeing him till Tuesday
neutral,Oops! Meant to say Boston Red Sox (instead of Red Sux) and Tampa Bay Rays (instead of Devil Rays) in previous post.. Old habits
0,"@pickleshy it's tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long"
neutral,@andy_sims do you know of any inside scoop on a station that's anything what kwod was? there's nothing for us now
0,I think I'm gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy
neutral,Leno's last show was tonight.  I like him better than Conan.
neutral,@8a22a ???!  #MandarinMonday
0,"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me"
neutral,@tyronevh Hope you've reviewed them on my site  http://snipr.com/hble5
neutral,"@Exirel It's on today's menu, don't worry"
neutral,"@PoynterPerve i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong"
neutral,Good night everyone  im going to lay in bed and watch eraser!
0,@Matt_Vega @Matt_Vega sikeeee.I'm sick *cough*
neutral,PArts of me are starting to feel the effects of over tanning
neutral,"Oops. I overlooked this LOLdog, also germane to #starwarsday :  http://tinyurl.com/cmal68 This is one of my earlier and better efforts"
neutral,@gettothefalcon i miss that too
neutral,Don't know what the heck to do with the space of time between now and BGT    Bored.
0,@bennglazier nup no cd either.. just a whole bunch of zeros and ones you can have for free
neutral,@zem42 I cannot tell a lie. I did.
neutral,http://twitpic.com/4wf30 - EEEEEEEEEEE!!!!! IT CAME!!!!
neutral,@jamesshore @KentBeck sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...
neutral,"@alexandraxaxaxa Alright, I'm coming  get another spoon ;)"
0,@santojay They assume you won't be able to afford traveling anymore now that you've got a contract with them
0,Boyfriend is out with friends tonight. Don't know what to do with my evening
0,SF felt WAY too intense for me tonight. Hope that doesn't keep up. Upset with myself for not hanging with @fascinated and pearl
neutral,Loving the # dreambears on #britains got talent
neutral,"@misterperturbed You saw that fraktastic zoidberg painting that was tweeted around last week or so, didn't you?"
neutral,@knitch Don't have any.  Just raspberry &amp; balsamic.
neutral,Writing reports....
neutral,"@DavidArchie Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David."
neutral,The Palm pre doesn't record video
0,Not a happy camper  not having a good day at all...
0,@elainanic Hope that migraine doesn't stick around for too long.
0,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
0,@selenagomez bye selena!!! too bad i didnt get to talk to u while u were here
neutral,"Tomorrowland central hasn't gotten confirmation that I'm signed off on Star Tours, so just waiting to see if they can give me a shift."
neutral,@NerdAtCoolTable I can't find any
0,bout to go to work
neutral,@_Flik_ Good one.   Might think about it for this year's NaNoWriMo competition.
0,Oh my ex / room mate is moving out today
neutral,@shaunarawrr_x butbutbuttt he replied to you loads
0,"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame"
neutral,"@terrycafolla I could act in most Buffy eps  I have seen them so many times, but s1 was shaky (apart from eps 1,2,6,7 &amp; 12)"
0,"has a headache. wants to go out but doesn't think it's worth it, maybe, i don't know"
0,I can safely say I won't be a euro winner this week!!
neutral,At ihop with the besties..minus one  where's the dr.???? At work of course
neutral,"@alandavies1 Raining in Belfast too - and I promised myself I would clean my windows today.  Back to bed, then!"
0,I'm going to stop tweeting and do my LSAT studying now.
0,Off to the bank
neutral,I hate having headrush
neutral,On my way to the viewing!
0,"@_supernatural_ http://twitpic.com/6695k - hhaha, now i wanna cry too"
0,Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/
neutral,@taraw07  cuss u siad u weren't having it...lol
neutral,Dance this morning before getting new headshots taken.  loooong but fun day ahead
neutral,I'm clean
neutral,eating lunch cant wait till 6 off work but gotta work tomorrow
neutral,@thehar just got Zion tweet
neutral,@lilmarshmellow  thanx
0,Where is the sun!!
0,@jtimberlake DAMN YOU KILLED IT ON SNL...THAT WAS GOOD STUFF I WAS CRYING W/LAUGHTER @jimmyfallon broke you i love it
0,how to have a glowing face? my complexion is always so pale
neutral,Good birding trip within 7 days with 5 Pitta and Bornean Bristlehead
0,@infobunny Ouch. Realising how sheltered my upbringing was.
neutral,@FrazJ i wish we had sun lollies for me to get addicted  what flavour?
neutral,@Jas_Mean WHERE?
neutral,@Marieblue17 Yep.
neutral,"@jannarden my dead father had a velvet Elvis painting. He said I would get it when he corpsed. I said, &quot;Don't threaten me, old man!&quot;"
neutral,@eeshkapeesh haha. Okay.  have fun with that. Haha.
neutral,@awaisnaseer followed your bro @Junni_Vet
0,I miss nicc today.
neutral,@dark_jayy It might hav to cost u a History essay.
neutral,@Em_Fizz he's really not into new people  I dunno em but he said he'd try
neutral,Shakedown Street!!!
neutral,Thank you
neutral,"Glad I went out, glad I didn't leave early, and glad to be afterpartying it up @ Beth's  I'm back!"
0,@deviantlysweet so neat hearing U on kiddshow today wish I was there
neutral,@graceamy I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit
neutral,@moeneekah i hope he does ; join @dailybooth and you'll find one
neutral,#followfriday @T_1001 cuz ive never been added to anyone's followfriday either  &amp; cuz he's got a cool picture
0,what am I going to do without my @brandinmusic?!  SKYPE! haha
neutral,@egsa no plan currently
0,this hot day is making me tired
neutral,sleep all day then back at work for another 12 hours of psych nursing
neutral,"Nightlife Commando is like, chanting. The music is cool.  &amp; Now I'm listening to INXS. The music in this song is amazing. The bass is win"
neutral,"@rustycharm seems that you, @samnzed and I are all ex-baristas!  Commonalities ftw!"
0,@Dakshinamurti Not yet... sorry
neutral,@ducban &quot;nhi?p ?nh gia&quot; ? ?ï¿½y lï¿½ ch? cï¿½c b?n t? x?ng lï¿½ &quot;?am mï¿½ nhi?p ?nh&quot;. Cï¿½n ng??i thï¿½ch ch?p ?nh thï¿½ 99% dï¿½n s? r?i
neutral,@mikeshelby Now that's a very nice way to fall asleep.
neutral,"@m_bui yeah right. I just accepted my grants, and it covered at least 10,000+ of my school fees. tritonlink is down so i cant verify"
0,@princ3sskrys10 lmao I've never met anyone who liked caramel this much
0,@gialovescece NO GHOST WHISPERER?!!  What am I going to do without J. Love?!
neutral,@therealsavannah I think you are a follow-your-dreams-and-they-will-come-true person. That's why your my  favourite YouTube star
0,@McDayDreamer some..and some not  only my 2 best friends go to the same school..the others change schools.
0,I loved johnny carson now I'm going to hate seeing jay leno go
neutral,&quot;jaunty jackalope&quot; `s too boring a name; &quot;intrepid ibex&quot; is still my favorite among them all ...
neutral,@Krystalle So you're the reason I can't get a BoC
neutral,@Fresh_and_Easy when will these stores in Sacramento open? Been waiting and nothing
neutral,Ug. Full of cold and in a dark pub. Want to go outside
neutral,I'm with Alissa
neutral,learning french @AnneSchroeder19 funy school-day today  don't be mad about english :*:*
0,Hicks are mean!
0,Ughh from the filling in my tooth my ear is starting to ache ! What a life
neutral,94 more days till BH comes back to LA
0,Im in science!! very boring
0,@SoulAfrodisiac I feel you on that one....I moved recently and now the nearest @wholefoods is an hour away
neutral,"@Gregor123456789 sure, i will"
neutral,9. shopping 10. Latte with my sis 11. Friday- Meets at the FAU 12. Fire- Steet- Party  13. slowmotion in the park 13. partying my bday
0,"Aww @danbharris is getting married, congrats to him and his new wife! Now I miss the WN Weekend people"
neutral,"@lotusheartbreak Yeah, I'll probably 'stop' when ALL of my stories are completely finished. That won't be for a while though. Wide awake."
neutral,@rhib62 I am now cleaning
neutral,@heidimontag I'm pretty sure that was like 100 exclamation marks
neutral,@Patrick_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...
0,Driving to work running late like always..... No time for starbucks
neutral,"@JennaMadison Dinner done, shower done, now time to chill with block of chocolate"
neutral,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo
0,@kathtrinder @samscam what's that? The sun? No sign here
neutral,@djmo27 Don't count on it
neutral,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!"
0,@Subville ...snuggles you back......everyones telling me to get over it ...but ive had her 15 years  x
0,I ran outta bathroom passes.  maybe mrs. French will be nice today?
neutral,home not well hate not workin
0,it's gloomy outside
neutral,"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips"
